Tissue	TPM	GENE
N	 4.513986777	AKNA
N	 4.513986777	AKNA
N	 3.29975933	AKNA
N	 3.299759333	AKNA
N	 3.29975933	AKNA
N	 2.654711932	AKNA
N	 3.299759333	AKNA
N	 3.299759333	AKNA
N	 3.29975933	AKNA
N	 4.513986777	AKNA
N	 3.299759333	AKNA
N	 2.654711932	AKNA
N	 4.51398678	AKNA
N	 2.654711932	AKNA
N	 3.299759333	AKNA
N	 3.299759333	AKNA
N	 4.513986777	AKNA
N	 3.29975933	AKNA
N	 4.51398678	AKNA
N	 2.654711932	AKNA
N	 3.299759333	AKNA
N	 3.29975933	AKNA
N	 4.513986777	AKNA
N	 3.299759333	AKNA
N	 3.299759333	AKNA
N	 3.299759333	AKNA
N	 2.65471193	AKNA
N	 4.513986777	AKNA
N	 4.51398678	AKNA
N	 3.299759333	AKNA
N	 3.299759333	AKNA
N	 4.513986777	AKNA
N	 1.78001602	AKNA
N	 4.513986777	AKNA
N	 3.299759333	AKNA
N	 3.299759333	AKNA
N	 3.299759333	AKNA
N	 3.299759333	AKNA
N	 6.137909825	AKNA
T	 4.513986777	KLF2
T	 1.45591881	KLF2
T	 4.513986777	KLF2
T	 1.78001602	KLF2
T	 1.173100207	KLF2
T	 2.195042217	KLF2
T	 6.137909825	KLF2
T	 4.513986777	KLF2
T	 4.513986777	KLF2
T	 8.92443792	KLF2
T	 3.29975933	KLF2
T	 6.137909825	KLF2
T	 2.19504222	KLF2
T	 0.55156849	KLF2
T	 2.654711932	KLF2
T	 1.78001602	KLF2
T	 3.29975933	KLF2
T	 1.173100207	KLF2
T	 2.654711932	KLF2
T	 4.51398678	KLF2
T	 1.17310021	KLF2
T	 1.780016019	KLF2
T	 2.42487707	KLF2
T	 2.654711932	KLF2
T	 3.299759333	KLF2
T	 2.195042217	KLF2
T	 1.455918811	KLF2
T	 0.882054361	KLF2
T	 2.19504222	KLF2
T	 1.45591881	KLF2
T	 3.29975933	KLF2
T	 1.78001602	KLF2
T	 4.513986777	KLF2
T	 3.29975933	KLF2
T	 1.455918811	KLF2
T	 3.906873055	KLF2
T	 1.173100207	KLF2
T	 2.654711932	KLF2
T	 1.173100207	KLF2
T	 4.51398678	KLF2
T	 1.78001602	KLF2
T	 2.65471193	KLF2
T	 3.299759333	KLF2
T	 1.173100207	KLF2
T	 8.924437921	KLF2
T	 4.51398678	KLF2
T	 1.780016019	KLF2
T	 4.51398678	KLF2
T	 2.195042217	KLF2
T	 2.195042217	KLF2
T	 1.45591881	KLF2
T	 0.882054361	KLF2
T	 4.513986777	KLF2
T	 1.455918811	KLF2
T	 3.29975933	KLF2
T	 1.173100207	KLF2
T	 4.513986777	KLF2
T	 1.780016019	KLF2
T	 4.51398678	KLF2
T	 3.299759333	KLF2
T	 2.195042217	KLF2
T	 6.13790983	KLF2
T	 2.19504222	KLF2
T	 1.78001602	KLF2
T	 1.455918811	KLF2
T	 2.65471193	KLF2
T	 2.654711932	KLF2
T	 1.17310021	KLF2
T	 1.173100207	KLF2
T	 1.027577284	KLF2
T	 1.455918811	KLF2
T	 2.654711932	KLF2
T	 1.173100207	KLF2
T	 1.78001602	KLF2
T	 4.513986777	KLF2
T	 0.882054361	KLF2
T	 0.882054361	KLF2
T	 1.455918811	KLF2
T	 2.654711932	KLF2
T	 2.19504222	KLF2
T	 1.17310021	KLF2
T	 2.97723563	KLF2
T	 3.299759333	KLF2
T	 2.19504222	KLF2
T	 2.195042217	KLF2
T	 0.88205436	KLF2
T	 2.65471193	KLF2
T	 4.51398678	KLF2
T	 0.551568493	KLF2
T	 6.137909825	KLF2
T	 0.88205436	KLF2
T	 0.882054361	KLF2
T	 1.173100207	KLF2
T	 2.654711932	KLF2
T	 6.137909825	KLF2
T	 1.780016019	KLF2
T	 8.92443792	KLF2
T	 1.78001602	KLF2
T	 6.137909825	KLF2
T	 1.173100207	KLF2
T	 4.513986777	KLF2
T	 2.65471193	KLF2
T	 1.45591881	KLF2
T	 0.882054361	KLF2
T	 0.88205436	KLF2
T	 4.51398678	KLF2
T	 1.173100207	KLF2
T	 2.195042217	KLF2
T	 1.455918811	KLF2
T	 2.977235633	KLF2
T	 1.027577284	KLF2
T	 0.88205436	KLF2
T	 2.195042217	KLF2
T	 1.45591881	KLF2
T	 0.882054361	KLF2
T	 0.551568493	KLF2
T	 1.455918811	KLF2
T	 3.299759333	KLF2
T	 1.17310021	KLF2
T	 2.195042217	KLF2
T	 3.29975933	KLF2
T	 0.88205436	KLF2
T	 1.455918811	KLF2
T	 1.45591881	KLF2
T	 1.455918811	KLF2
T	 6.137909825	KLF2
T	 2.654711932	KLF2
T	 2.195042217	KLF2
T	 1.17310021	KLF2
T	 2.654711932	KLF2
T	 1.17310021	KLF2
T	 1.455918811	KLF2
T	 6.137909825	KLF2
T	 6.137909825	KLF2
T	 3.299759333	KLF2
T	 2.195042217	KLF2
T	 2.654711932	KLF2
T	 4.513986777	KLF2
T	 4.513986777	KLF2
T	 6.137909825	KLF2
T	 1.02757728	KLF2
T	 2.65471193	KLF2
T	 2.19504222	KLF2
T	 2.195042217	KLF2
T	 1.45591881	KLF2
T	 1.455918811	KLF2
T	 1.17310021	KLF2
T	 1.173100207	KLF2
T	 2.654711932	KLF2
T	 2.195042217	KLF2
T	 1.455918811	KLF2
T	11.876922914	KLF2
T	 4.51398678	KLF2
T	 4.51398678	KLF2
T	 3.299759333	KLF2
T	 6.137909825	KLF2
T	 2.195042217	KLF2
T	 3.299759333	KLF2
T	 2.19504222	KLF2
T	 3.299759333	KLF2
T	 1.455918811	KLF2
T	 1.173100207	KLF2
T	 1.780016019	KLF2
T	 2.195042217	KLF2
T	 4.51398678	KLF2
T	 6.137909825	KLF2
T	 8.924437921	KLF2
T	 2.65471193	KLF2
T	 2.195042217	KLF2
T	11.876922914	KLF2
T	 0.88205436	KLF2
T	 2.65471193	KLF2
T	 2.195042217	KLF2
T	 1.173100207	KLF2
T	 2.654711932	KLF2
T	 8.92443792	KLF2
T	 4.51398678	KLF2
T	 1.027577284	KLF2
T	 2.195042217	KLF2
T	 1.617967415	KLF2
T	 1.455918811	KLF2
T	 1.780016019	KLF2
T	 1.45591881	KLF2
T	 2.195042217	KLF2
T	 3.299759333	KLF2
T	 0.551568493	KLF2
T	 1.78001602	KLF2
T	 3.299759333	KLF2
T	 1.17310021	KLF2
T	 8.924437921	KLF2
T	 6.137909825	KLF2
T	 3.299759333	KLF2
T	 2.65471193	KLF2
T	 3.299759333	KLF2
T	 1.455918811	KLF2
T	 1.455918811	KLF2
T	 1.173100207	KLF2
T	11.87692291	KLF2
T	 6.137909825	KLF2
T	 2.654711932	KLF2
T	 1.45591881	KLF2
T	 2.654711932	KLF2
T	 4.513986777	KLF2
T	 0.882054361	KLF2
T	 2.65471193	KLF2
T	 6.137909825	KLF2
T	 1.173100207	KLF2
T	 6.137909825	KLF2
T	 1.314509509	KLF2
T	 3.299759333	KLF2
T	 6.137909825	KLF2
T	 1.173100207	KLF2
T	 1.455918811	KLF2
T	 8.92443792	KLF2
T	 1.45591881	KLF2
T	 1.45591881	KLF2
T	 2.19504222	KLF2
T	 6.137909825	KLF2
T	 4.513986777	KLF2
T	 6.137909825	KLF2
T	 0.882054361	KLF2
T	 4.513986777	KLF2
T	 1.02757728	KLF2
T	 4.513986777	KLF2
T	 1.027577284	KLF2
T	 4.513986777	KLF2
N	 1.780016019	KLF2
N	 0.882054361	KLF2
N	 1.17310021	KLF2
N	 2.195042217	KLF2
N	 3.299759333	KLF2
N	 1.027577284	KLF2
N	 2.65471193	KLF2
N	 4.513986777	KLF2
N	 2.195042217	KLF2
N	 2.19504222	KLF2
N	 0.882054361	KLF2
N	 2.654711932	KLF2
N	 1.780016019	KLF2
N	 1.780016019	KLF2
N	 2.195042217	KLF2
N	 1.173100207	KLF2
N	 0.882054361	KLF2
N	 4.51398678	KLF2
N	 0.88205436	KLF2
N	 3.29975933	KLF2
N	 2.654711932	KLF2
N	 2.195042217	KLF2
N	 4.513986777	KLF2
N	11.876922914	KLF2
N	 4.513986777	KLF2
N	 6.137909825	KLF2
N	 1.17310021	KLF2
N	 0.882054361	KLF2
N	 1.780016019	KLF2
N	 1.45591881	KLF2
N	 1.455918811	KLF2
N	 4.513986777	KLF2
N	 1.780016019	KLF2
N	 3.29975933	KLF2
N	 2.195042217	KLF2
N	 1.45591881	KLF2
N	 1.780016019	KLF2
N	 1.78001602	KLF2
N	 2.654711932	KLF2
N	 1.173100207	KLF2
N	 3.29975933	KLF2
N	11.87692291	KLF2
N	 2.195042217	KLF2
N	 2.654711932	KLF2
N	 1.455918811	KLF2
N	 1.173100207	KLF2
N	 3.299759333	KLF2
N	 2.195042217	KLF2
N	 3.29975933	KLF2
N	 2.424877075	KLF2
N	 1.780016019	KLF2
N	 1.455918811	KLF2
N	 2.195042217	KLF2
N	 0.88205436	KLF2
N	 2.654711932	KLF2
N	 0.882054361	KLF2
N	 1.78001602	KLF2
N	 3.29975933	KLF2
N	 1.455918811	KLF2
N	 3.299759333	KLF2
N	 1.780016019	KLF2
N	 3.299759333	KLF2
N	 2.195042217	KLF2
N	 2.195042217	KLF2
N	 2.654711932	KLF2
N	 1.455918811	KLF2
N	 2.195042217	KLF2
N	 2.654711932	KLF2
N	 2.195042217	KLF2
N	 1.173100207	KLF2
N	 4.513986777	KLF2
N	 2.654711932	KLF2
N	 2.654711932	KLF2
N	 3.29975933	KLF2
N	 1.780016019	KLF2
N	 2.19504222	KLF2
N	 2.654711932	KLF2
N	 1.455918811	KLF2
N	 1.780016019	KLF2
N	 1.173100207	KLF2
N	 1.61796741	KLF2
N	 2.195042217	KLF2
N	 3.29975933	KLF2
N	 2.195042217	KLF2
N	 2.654711932	KLF2
N	11.87692291	KLF2
N	 6.137909825	KLF2
N	 1.173100207	KLF2
N	 0.55156849	KLF2
N	 2.19504222	KLF2
N	 1.173100207	KLF2
N	 0.882054361	KLF2
N	 4.513986777	KLF2
N	 1.780016019	KLF2
N	 1.173100207	KLF2
N	 1.455918811	KLF2
N	 1.780016019	KLF2
N	 2.654711932	KLF2
N	 0.882054361	KLF2
N	 1.780016019	KLF2
N	 1.455918811	KLF2
N	 1.780016019	KLF2
N	 0.348681526	KLF2
N	 4.513986777	KLF2
N	 1.455918811	KLF2
N	 6.137909825	KLF2
N	 0.882054361	KLF2
N	 0.88205436	KLF2
N	 0.551568493	KLF2
N	 1.455918811	KLF2
N	 3.299759333	KLF2
N	 1.173100207	KLF2
N	 1.780016019	KLF2
N	 2.195042217	KLF2
N	 3.299759333	KLF2
N	 0.551568493	KLF2
N	 0.882054361	KLF2
N	 1.173100207	KLF2
N	 3.299759333	KLF2
N	 2.19504222	KLF2
N	 4.513986777	KLF2
N	 0.882054361	KLF2
N	 1.173100207	KLF2
N	 1.780016019	KLF2
N	 2.654711932	KLF2
N	 6.137909825	KLF2
N	 2.195042217	KLF2
N	 0.882054361	KLF2
N	 0.882054361	KLF2
N	 3.299759333	KLF2
N	 8.924437921	KLF2
N	 2.195042217	KLF2
N	 0.882054361	KLF2
N	 0.551568493	KLF2
N	 4.513986777	KLF2
N	 2.65471193	KLF2
N	 3.299759333	KLF2
N	 1.455918811	KLF2
N	 8.924437921	KLF2
N	 1.173100207	KLF2
N	 0.882054361	KLF2
N	 2.654711932	KLF2
N	 2.19504222	KLF2
N	 1.173100207	KLF2
N	 2.195042217	KLF2
N	 0.88205436	KLF2
N	 2.19504222	KLF2
N	 2.654711932	KLF2
N	 1.173100207	KLF2
N	 2.654711932	KLF2
N	11.876922914	KLF2
N	 0.88205436	KLF2
N	 1.455918811	KLF2
N	 2.195042217	KLF2
N	 1.780016019	KLF2
N	 3.299759333	KLF2
N	 2.19504222	KLF2
N	 2.195042217	KLF2
N	 1.173100207	KLF2
N	 1.780016019	KLF2
N	 2.195042217	KLF2
N	 0.88205436	KLF2
N	 6.137909825	KLF2
N	 1.173100207	KLF2
N	 1.17310021	KLF2
N	 1.455918811	KLF2
N	 1.78001602	KLF2
N	 0.88205436	KLF2
N	 3.299759333	KLF2
N	 0.551568493	KLF2
N	 0.551568493	KLF2
N	 3.299759333	KLF2
N	 2.654711932	KLF2
N	 0.882054361	KLF2
N	 1.45591881	KLF2
N	 2.195042217	KLF2
N	 1.455918811	KLF2
N	 1.455918811	KLF2
N	 1.780016019	KLF2
N	 1.780016019	KLF2
N	 3.29975933	KLF2
N	 1.027577284	KLF2
N	 3.299759333	KLF2
N	 1.173100207	KLF2
N	 0.551568493	KLF2
N	 0.348681526	KLF2
N	 3.299759333	KLF2
N	 2.195042217	KLF2
N	 1.455918811	KLF2
N	 2.19504222	KLF2
N	 0.882054361	KLF2
N	 0.88205436	KLF2
N	 6.137909825	KLF2
N	 1.314509509	KLF2
N	 1.455918811	KLF2
N	 0.88205436	KLF2
N	 1.173100207	KLF2
N	 1.780016019	KLF2
N	 2.195042217	KLF2
N	 0.88205436	KLF2
N	 3.299759333	KLF2
N	 2.654711932	KLF2
N	 1.780016019	KLF2
N	 1.455918811	KLF2
N	 2.19504222	KLF2
N	 0.88205436	KLF2
N	 6.137909825	KLF2
N	 1.780016019	KLF2
N	 1.78001602	KLF2
N	 1.780016019	KLF2
N	 1.173100207	KLF2
N	 2.195042217	KLF2
N	 1.173100207	KLF2
N	 3.29975933	KLF2
N	 1.780016019	KLF2
N	 0.88205436	KLF2
N	 2.195042217	KLF2
N	 2.195042217	KLF2
N	 2.654711932	KLF2
N	 6.13790983	KLF2
N	 2.654711932	KLF2
N	 1.173100207	KLF2
N	11.876922914	KLF2
N	 4.513986777	KLF2
N	 1.780016019	KLF2
N	 3.299759333	KLF2
T	 0.025125843	GFI1B
T	 0.02512584	GFI1B
T	 0.182962808	GFI1B
T	 0.01705700	GFI1B
T	 0.025125843	GFI1B
T	 0.182962808	GFI1B
T	 0.008988151	GFI1B
T	 0.095832492	GFI1B
T	 0.025125843	GFI1B
T	 0.04942553	GFI1B
T	 0.01705700	GFI1B
T	 0.008988151	GFI1B
T	 0.14223945	GFI1B
T	 0.04942553	GFI1B
T	 0.008988151	GFI1B
T	 0.04942553	GFI1B
T	 0.01705700	GFI1B
T	 0.095832492	GFI1B
T	 0.223686163	GFI1B
T	 0.01705700	GFI1B
T	 0.02512584	GFI1B
T	 0.142239454	GFI1B
T	 0.02512584	GFI1B
T	 0.142239454	GFI1B
T	 0.025125843	GFI1B
T	 0.025125843	GFI1B
T	 0.142239454	GFI1B
T	 0.025125843	GFI1B
T	 0.14223945	GFI1B
T	 0.01705700	GFI1B
T	 0.01705700	GFI1B
T	 0.18296281	GFI1B
T	 0.049425531	GFI1B
T	 0.02512584	GFI1B
T	 0.049425531	GFI1B
T	 0.182962808	GFI1B
T	 0.025125843	GFI1B
T	 0.049425531	GFI1B
T	 0.037275687	GFI1B
T	 0.18296281	GFI1B
T	 0.34868153	GFI1B
T	 0.09583249	GFI1B
T	 0.049425531	GFI1B
T	 0.049425531	GFI1B
T	 0.025125843	GFI1B
T	 0.01705700	GFI1B
T	 0.142239454	GFI1B
T	 0.01705700	GFI1B
T	 0.008988151	GFI1B
T	 0.095832492	GFI1B
T	 0.02512584	GFI1B
T	 0.008988151	GFI1B
T	 0.348681526	GFI1B
T	 0.025125843	GFI1B
T	 0.01705700	GFI1B
T	 0.049425531	GFI1B
T	 0.142239454	GFI1B
T	 0.095832492	GFI1B
T	 0.01705700	GFI1B
T	 0.142239454	GFI1B
T	 0.049425531	GFI1B
T	 0.01705700	GFI1B
T	 0.01705700	GFI1B
T	 0.01705700	GFI1B
T	 0.037275687	GFI1B
T	 0.04942553	GFI1B
T	 0.025125843	GFI1B
T	 0.04942553	GFI1B
T	 0.049425531	GFI1B
T	 0.142239454	GFI1B
T	 0.025125843	GFI1B
T	 0.049425531	GFI1B
T	 0.223686163	GFI1B
T	 0.04942553	GFI1B
T	 0.286183845	GFI1B
T	 0.095832492	GFI1B
T	 0.049425531	GFI1B
T	 0.142239454	GFI1B
T	 0.223686163	GFI1B
T	 0.01705700	GFI1B
T	 0.04942553	GFI1B
T	 0.04942553	GFI1B
T	 0.049425531	GFI1B
T	 0.02512584	GFI1B
T	 0.037275687	GFI1B
T	 0.02512584	GFI1B
T	 0.04942553	GFI1B
T	 0.04942553	GFI1B
T	 0.142239454	GFI1B
T	 0.049425531	GFI1B
T	 0.22368616	GFI1B
T	 0.008988151	GFI1B
T	 0.551568493	GFI1B
T	 0.223686163	GFI1B
T	 0.049425531	GFI1B
T	 0.025125843	GFI1B
T	 0.04942553	GFI1B
T	 0.01705700	GFI1B
T	 0.348681526	GFI1B
T	 0.049425531	GFI1B
T	 0.142239454	GFI1B
T	 0.22368616	GFI1B
T	 0.02512584	GFI1B
T	 0.142239454	GFI1B
T	 0.01705700	GFI1B
T	 0.03727569	GFI1B
T	 0.025125843	GFI1B
T	 0.049425531	GFI1B
T	 0.049425531	GFI1B
T	 0.286183845	GFI1B
T	 0.049425531	GFI1B
T	 0.01705700	GFI1B
T	 0.142239454	GFI1B
T	 0.02512584	GFI1B
T	 0.008988151	GFI1B
T	 0.049425531	GFI1B
T	 0.142239454	GFI1B
T	 0.049425531	GFI1B
T	 0.22368616	GFI1B
T	 0.049425531	GFI1B
T	 0.02512584	GFI1B
T	 0.02512584	GFI1B
T	 0.551568493	GFI1B
T	 0.04942553	GFI1B
T	 0.223686163	GFI1B
T	 0.008988151	GFI1B
T	 0.008988151	GFI1B
T	 0.049425531	GFI1B
T	 0.04942553	GFI1B
T	 0.049425531	GFI1B
T	 0.45012501	GFI1B
T	 0.049425531	GFI1B
T	 0.008988151	GFI1B
T	 0.049425531	GFI1B
T	 0.049425531	GFI1B
T	 0.025125843	GFI1B
T	 0.142239454	GFI1B
T	 0.095832492	GFI1B
T	 0.223686163	GFI1B
T	 0.008988151	GFI1B
T	 0.01705700	GFI1B
T	 0.01705700	GFI1B
T	 0.01705700	GFI1B
T	 0.008988151	GFI1B
T	 0.01705700	GFI1B
T	 0.049425531	GFI1B
T	 0.01705700	GFI1B
T	 0.049425531	GFI1B
T	 0.049425531	GFI1B
T	 0.037275687	GFI1B
T	 0.551568493	GFI1B
T	 0.049425531	GFI1B
T	 0.18296281	GFI1B
T	 0.04942553	GFI1B
T	 0.223686163	GFI1B
T	 0.049425531	GFI1B
T	 0.142239454	GFI1B
T	 0.142239454	GFI1B
T	 0.04942553	GFI1B
T	 0.008988151	GFI1B
T	 0.037275687	GFI1B
T	 0.882054361	GFI1B
T	 0.037275687	GFI1B
T	 0.142239454	GFI1B
T	 0.04942553	GFI1B
T	 0.049425531	GFI1B
T	 0.025125843	GFI1B
T	 0.03727569	GFI1B
T	 0.182962808	GFI1B
T	 0.008988151	GFI1B
T	 0.04942553	GFI1B
T	 0.09583249	GFI1B
T	 0.037275687	GFI1B
T	 0.223686163	GFI1B
T	 0.025125843	GFI1B
T	 0.04942553	GFI1B
T	 0.01705700	GFI1B
T	 0.182962808	GFI1B
T	 0.049425531	GFI1B
T	 0.025125843	GFI1B
T	 0.223686163	GFI1B
T	 0.025125843	GFI1B
T	 0.04942553	GFI1B
T	 0.348681526	GFI1B
T	 0.049425531	GFI1B
T	 0.223686163	GFI1B
T	 0.01705700	GFI1B
T	 0.037275687	GFI1B
T	 0.04942553	GFI1B
T	 0.049425531	GFI1B
T	 0.142239454	GFI1B
T	 0.142239454	GFI1B
T	 0.02512584	GFI1B
T	 0.142239454	GFI1B
T	 0.037275687	GFI1B
T	 0.223686163	GFI1B
T	 0.348681526	GFI1B
T	 0.01705700	GFI1B
T	 0.049425531	GFI1B
T	 0.037275687	GFI1B
T	 0.01705700	GFI1B
T	 0.008988151	GFI1B
T	 0.025125843	GFI1B
T	 0.025125843	GFI1B
T	 0.02512584	GFI1B
T	 0.025125843	GFI1B
T	 0.049425531	GFI1B
T	 0.049425531	GFI1B
T	 0.025125843	GFI1B
T	 0.025125843	GFI1B
T	 0.037275687	GFI1B
T	 0.142239454	GFI1B
T	 0.037275687	GFI1B
T	 0.01705700	GFI1B
T	 0.01705700	GFI1B
T	 0.01705700	GFI1B
T	 0.04942553	GFI1B
T	 0.008988151	GFI1B
T	 0.025125843	GFI1B
T	 0.008988151	GFI1B
T	 0.037275687	GFI1B
T	 0.142239454	GFI1B
T	 0.01705700	GFI1B
T	 0.049425531	GFI1B
T	 0.223686163	GFI1B
T	 0.049425531	GFI1B
N	 0.551568493	GFI1B
N	 0.142239454	GFI1B
N	 0.28618384	GFI1B
N	 0.348681526	GFI1B
N	 0.348681526	GFI1B
N	 0.223686163	GFI1B
N	 0.22368616	GFI1B
N	 0.095832492	GFI1B
N	 0.142239454	GFI1B
N	 0.14223945	GFI1B
N	 0.223686163	GFI1B
N	 0.095832492	GFI1B
N	 0.223686163	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.286183845	GFI1B
N	 0.14223945	GFI1B
N	 0.22368616	GFI1B
N	 0.14223945	GFI1B
N	 0.348681526	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.095832492	GFI1B
N	 0.142239454	GFI1B
N	 0.095832492	GFI1B
N	 0.14223945	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.04942553	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.22368616	GFI1B
N	 0.142239454	GFI1B
N	 0.22368616	GFI1B
N	 0.049425531	GFI1B
N	 0.14223945	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.14223945	GFI1B
N	 0.01705700	GFI1B
N	 0.551568493	GFI1B
N	 0.348681526	GFI1B
N	 0.223686163	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.04942553	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.551568493	GFI1B
N	 0.22368616	GFI1B
N	 0.551568493	GFI1B
N	 0.348681526	GFI1B
N	 0.18296281	GFI1B
N	 0.14223945	GFI1B
N	 0.348681526	GFI1B
N	 0.286183845	GFI1B
N	 0.142239454	GFI1B
N	 0.551568493	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.182962808	GFI1B
N	 0.142239454	GFI1B
N	 0.025125843	GFI1B
N	 0.049425531	GFI1B
N	 0.142239454	GFI1B
N	 0.551568493	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.22368616	GFI1B
N	 0.223686163	GFI1B
N	 0.55156849	GFI1B
N	 0.142239454	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.18296281	GFI1B
N	 0.348681526	GFI1B
N	 0.34868153	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.01705700	GFI1B
N	 0.551568493	GFI1B
N	 0.182962808	GFI1B
N	 0.18296281	GFI1B
N	 0.18296281	GFI1B
N	 0.551568493	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.348681526	GFI1B
N	 0.551568493	GFI1B
N	 0.142239454	GFI1B
N	 0.348681526	GFI1B
N	 0.182962808	GFI1B
N	 0.142239454	GFI1B
N	 0.450125010	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.14223945	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.348681526	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.348681526	GFI1B
N	 0.025125843	GFI1B
N	 0.22368616	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.551568493	GFI1B
N	 0.182962808	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.55156849	GFI1B
N	 0.348681526	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.14223945	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.02512584	GFI1B
N	 0.22368616	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.348681526	GFI1B
N	 0.18296281	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.14223945	GFI1B
N	 0.025125843	GFI1B
N	 0.142239454	GFI1B
N	 0.182962808	GFI1B
N	 0.142239454	GFI1B
N	 0.14223945	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.34868153	GFI1B
N	 0.142239454	GFI1B
N	 0.18296281	GFI1B
N	 0.22368616	GFI1B
N	 0.348681526	GFI1B
N	 0.348681526	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.286183845	GFI1B
N	 0.22368616	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.551568493	GFI1B
N	 0.55156849	GFI1B
N	 0.286183845	GFI1B
N	 0.142239454	GFI1B
N	 0.348681526	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.348681526	GFI1B
N	 0.348681526	GFI1B
N	 0.223686163	GFI1B
N	 0.14223945	GFI1B
N	 0.142239454	GFI1B
N	 0.34868153	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.14223945	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.348681526	GFI1B
N	 0.14223945	GFI1B
N	 0.142239454	GFI1B
N	 0.348681526	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.14223945	GFI1B
N	 0.55156849	GFI1B
N	 0.049425531	GFI1B
N	 0.142239454	GFI1B
N	 0.34868153	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
N	 0.348681526	GFI1B
N	 0.22368616	GFI1B
N	 0.223686163	GFI1B
N	 0.34868153	GFI1B
N	 0.348681526	GFI1B
N	 0.551568493	GFI1B
N	 0.223686163	GFI1B
N	 0.14223945	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.223686163	GFI1B
N	 0.142239454	GFI1B
N	 0.142239454	GFI1B
N	 0.223686163	GFI1B
T	 1.455918811	SPIB
T	 0.22368616	SPIB
T	 0.551568493	SPIB
T	 0.14223945	SPIB
T	 0.182962808	SPIB
T	 0.551568493	SPIB
T	 0.049425531	SPIB
T	 0.286183845	SPIB
T	 2.654711932	SPIB
T	 0.88205436	SPIB
T	 0.14223945	SPIB
T	 0.882054361	SPIB
T	 0.04942553	SPIB
T	 0.22368616	SPIB
T	 0.095832492	SPIB
T	 0.45012501	SPIB
T	 0.55156849	SPIB
T	 0.551568493	SPIB
T	 0.348681526	SPIB
T	 0.22368616	SPIB
T	 0.34868153	SPIB
T	 4.513986777	SPIB
T	 0.02512584	SPIB
T	 0.450125010	SPIB
